137.48.208.53 - - [21/Feb/2011:14:20:28 -0600] "GET /favicon.ico HTTP/1.1" 404 247 "-" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-US) AppleWebKit/534.13 (KHTML, like Gecko) Chrome/9.0.597.102 Safari/534.13"
68.99.20.9 - - [21/Feb/2011:15:05:09 -0600] "GET /favicon.ico HTTP/1.1" 404 247 "http://blizzard.ist.unomaha.edu/~jmills/a4/index.html" "Opera/9.80 (Windows NT 6.1; U; en) Presto/2.7.62 Version/11.01"
137.48.185.11 - - [21/Feb/2011:15:28:24 -0600] "GET /~akelsey/project/mb.jpg HTTP/1.1" 200 26728 "http://blizzard.ist.unomaha.edu/~akelsey/project/page3.html" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.10 (KHTML, like Gecko) Chrome/8.0.552.237 Safari/534.10"
72.198.222.95 - - [21/Feb/2011:16:13:45 -0600] "GET /~chaughawout/a4/images/pic_of_me.JPEG HTTP/1.1" 304 - "http://blizzard.ist.unomaha.edu/~chaughawout/a4/" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13"
68.99.20.9 - - [21/Feb/2011:17:06:21 -0600] "GET /~jmills/a4/index.html HTTP/1.1" 200 2260 "-" "Opera/9.80 (Windows NT 6.1; U; en) Presto/2.7.62 Version/11.01"
68.99.20.9 - - [21/Feb/2011:18:01:27 -0600] "GET /~jmills/a4/otherpage.html HTTP/1.1" 200 832 "-" "Opera/9.80 (Windows NT 6.1; U; en) Presto/2.7.62 Version/11.01"
68.99.16.123 - - [21/Feb/2011:18:58:33 -0600] "GET /images/bg_topbar.gif HTTP/1.1" 200 197 "http://squishy.unomaha.edu/images/style.css" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13"
128.30.52.73 - - [21/Feb/2011:20:03:32 -0600] "GET /~ahiatt/a4/otherpage.html HTTP/1.1" 200 1014 "-" "W3C_Validator/1.2"
128.30.52.71 - - [21/Feb/2011:20:22:44 -0600] "GET /~ahiatt/a4/otherpage.html HTTP/1.1" 200 1029 "-" "W3C_Validator/1.2"
68.99.20.9 - - [21/Feb/2011:21:08:28 -0600] "GET /favicon.ico HTTP/1.1" 404 247 "http://blizzard.ist.unomaha.edu/~jmills/a4/otherpage.html" "Opera/9.80 (Windows NT 6.1; U; en) Presto/2.7.62 Version/11.01"
68.99.20.9 - - [21/Feb/2011:21:39:55 -0600] "GET /~jmills/a4/otherpage.html HTTP/1.1" 200 1270 "-" "Opera/9.80 (Windows NT 6.1; U; en) Presto/2.7.62 Version/11.01"
68.99.20.9 - - [21/Feb/2011:22:10:31 -0600] "GET /~jmills/a4/otherpage.html HTTP/1.1" 200 1231 "-" "Opera/9.80 (Windows NT 6.1; U; en) Presto/2.7.62 Version/11.01"
68.99.20.9 - - [21/Feb/2011:22:33:38 -0600] "GET /favicon.ico HTTP/1.1" 404 247 "http://blizzard.ist.unomaha.edu/~jmills/a4/otherpage.html" "Opera/9.80 (Windows NT 6.1; U; en) Presto/2.7.62 Version/11.01"
174.74.11.245 - - [21/Feb/2011:22:51:39 -0600] "GET /~rfulkerson/grades/?class=11012850001 HTTP/1.1" 200 4511 "http://myuno.unomaha.edu/webapps/blackboard/content/courseMenu.jsp?course_id=_150693_1&mini=Y" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-us) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4"
68.99.20.9 - - [21/Feb/2011:23:44:10 -0600] "GET /favicon.ico HTTP/1.1" 404 247 "http://blizzard.ist.unomaha.edu/~jmills/index.html" "Opera/9.80 (Windows NT 6.1; U; en) Presto/2.7.62 Version/11.01"
208.87.233.180 - - [22/Feb/2011:00:57:41 -0600] "GET /~rfulkerson/grades/?class=11011400850 HTTP/1.1" 200 5195 "http://myuno.unomaha.edu/webapps/blackboard/content/courseMenu.jsp?course_id=_147595_1&mini=Y" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1)"
79.142.79.11 - - [22/Feb/2011:09:00:37 -0600] "GET / HTTP/1.1" 200 4886 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
128.30.52.65 - - [22/Feb/2011:09:14:48 -0600] "GET /~marvelfisher/a5/index.html HTTP/1.1" 200 1779 "-" "W3C_Validator/1.2"
137.48.177.185 - - [22/Feb/2011:12:50:42 -0600] "GET /~jdfitzpatrick/game/my.css HTTP/1.1" 304 - "http://blizzard.ist.unomaha.edu/~jdfitzpatrick/game/" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.3) Gecko/2008092417 Firefox/3.0.3 (.NET CLR 3.5.30729)"
